id,source,start_t,end_t,p_ratio
19866,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,379.0,380.0,0.0
19867,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,380.0,381.0,0.0
19868,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,381.0,382.0,0.0
19869,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,382.0,383.0,0.0
19870,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,383.0,384.0,0.0
19871,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,384.0,385.0,0.0
19872,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,385.0,386.0,0.0
19873,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,386.0,387.0,0.0
19874,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,387.0,388.0,0.62
19875,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,388.0,389.0,1.0
19876,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,389.0,390.0,1.0
19877,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,390.0,391.0,1.0
19878,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,391.0,392.0,1.0
19879,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,392.0,393.0,1.0
19880,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,393.0,394.0,1.0
19881,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,394.0,395.0,1.0
19882,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,395.0,396.0,1.0
19883,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,396.0,397.0,1.0
19884,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,397.0,398.0,1.0
19885,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,398.0,399.0,1.0
19886,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,399.0,400.0,1.0
19887,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,400.0,401.0,1.0
19888,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,401.0,402.0,1.0
19889,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,402.0,403.0,1.0
19890,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,403.0,404.0,1.0
19891,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,404.0,405.0,1.0
19892,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,405.0,406.0,1.0
19893,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,406.0,407.0,1.0
19894,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,407.0,408.0,1.0
19895,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,408.0,409.0,1.0
19896,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,409.0,410.0,0.97
19897,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,410.0,411.0,0.0
19898,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,411.0,412.0,0.0
19899,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,412.0,413.0,0.0
19900,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,413.0,414.0,0.0
19901,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,414.0,415.0,0.0
19902,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,415.0,416.0,0.0
19903,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,416.0,417.0,0.0
19904,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,417.0,418.0,0.0
19905,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,418.0,419.0,0.0
19906,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,419.0,420.0,0.0
19907,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,420.0,421.0,1.0
19908,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,421.0,422.0,1.0
19909,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,422.0,423.0,1.0
19910,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,423.0,424.0,1.0
19911,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,424.0,425.0,1.0
19912,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,425.0,426.0,1.0
19913,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,426.0,427.0,1.0
19914,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,427.0,428.0,1.0
19915,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,428.0,429.0,1.0
19916,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,429.0,430.0,1.0
19917,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,430.0,431.0,1.0
19918,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,431.0,432.0,1.0
19919,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,432.0,433.0,1.0
19920,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,433.0,434.0,0.91
19921,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,434.0,435.0,0.0
19922,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,435.0,436.0,0.0
19923,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,436.0,437.0,0.0
19924,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,437.0,438.0,0.0
19925,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,438.0,439.0,0.0
19926,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,439.0,440.0,0.0
19927,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,440.0,441.0,0.0
19928,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,441.0,442.0,0.0
19929,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,442.0,443.0,0.0
19930,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,443.0,444.0,0.75
19931,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,444.0,445.0,1.0
19932,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,445.0,446.0,1.0
19933,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,446.0,447.0,1.0
19934,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,447.0,448.0,1.0
19935,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,448.0,449.0,1.0
19936,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,449.0,450.0,1.0
19937,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,450.0,451.0,1.0
19938,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,451.0,452.0,0.05
19939,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,452.0,453.0,0.0
19940,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,453.0,454.0,0.0
19941,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,454.0,455.0,0.0
19942,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,455.0,456.0,0.0
19943,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,456.0,457.0,0.0
19944,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,457.0,458.0,0.0
19945,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,458.0,459.0,0.0
19946,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,459.0,460.0,0.0
19947,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,460.0,461.0,0.0
19948,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,461.0,462.0,0.0
19949,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,462.0,463.0,0.0
19950,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,463.0,464.0,0.0
19951,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,464.0,465.0,0.0
19952,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,465.0,466.0,0.0
19953,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,466.0,467.0,0.0
19954,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,467.0,468.0,0.0
19955,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,468.0,469.0,0.0
19956,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,469.0,470.0,0.0
19957,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,470.0,471.0,0.0
19958,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,471.0,472.0,0.0
19959,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,472.0,473.0,0.0
19960,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,473.0,474.0,0.0
19961,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,474.0,475.0,0.0
19962,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,475.0,476.0,0.0
19963,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,476.0,477.0,0.0
19964,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,477.0,478.0,0.0
19965,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,478.0,479.0,0.0
19966,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,479.0,480.0,0.0
19967,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,480.0,481.0,0.0
19968,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,481.0,482.0,0.0
19969,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,482.0,483.0,0.0
19970,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,483.0,484.0,0.0
19971,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,484.0,485.0,0.24
19972,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,485.0,486.0,1.0
19973,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,486.0,487.0,1.0
19974,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,487.0,488.0,1.0
19975,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,488.0,489.0,1.0
19976,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,489.0,490.0,0.08
19977,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,490.0,491.0,0.0
19978,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,491.0,492.0,0.0
19979,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,492.0,493.0,0.0
19980,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,493.0,494.0,0.0
19981,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,494.0,495.0,0.14
19982,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,495.0,496.0,1.0
19983,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,496.0,497.0,1.0
19984,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,497.0,498.0,1.0
19985,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,498.0,499.0,1.0
19986,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,499.0,500.0,1.0
19987,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,500.0,501.0,1.0
19988,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,501.0,502.0,0.55
19989,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,502.0,503.0,0.0
19990,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,503.0,504.0,0.0
19991,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,504.0,505.0,0.0
19992,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,505.0,506.0,0.0
19993,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,506.0,507.0,0.0
19994,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,507.0,508.0,0.0
19995,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,508.0,509.0,0.0
19996,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,509.0,510.0,0.0
19997,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,510.0,511.0,0.0
19998,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,511.0,512.0,0.0
19999,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,512.0,513.0,0.0
20000,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,513.0,514.0,0.0
20001,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,514.0,515.0,0.0
20002,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,515.0,516.0,0.0
20003,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,516.0,517.0,0.0
20004,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,517.0,518.0,0.0
20005,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,518.0,519.0,0.0
20006,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,519.0,520.0,0.0
20007,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,520.0,521.0,0.0
20008,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,521.0,522.0,0.0
20009,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,522.0,523.0,0.0
20010,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,523.0,524.0,0.0
20011,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,524.0,525.0,0.04
20012,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,525.0,526.0,1.0
20013,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,526.0,527.0,1.0
20014,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,527.0,528.0,0.19
20015,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,528.0,529.0,0.0
20016,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,529.0,530.0,0.0
20017,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,530.0,531.0,0.0
20018,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,531.0,532.0,0.0
20019,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,532.0,533.0,0.0
20020,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,533.0,534.0,0.75
20021,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,534.0,535.0,1.0
20022,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,535.0,536.0,1.0
20023,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,536.0,537.0,0.03
20024,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,537.0,538.0,0.0
20025,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,538.0,539.0,0.0
20026,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,539.0,540.0,0.0
20027,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,540.0,541.0,0.0
20028,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,541.0,542.0,0.0
20029,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,542.0,543.0,0.0
20030,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,543.0,544.0,0.0
20031,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,544.0,545.0,0.0
20032,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,545.0,546.0,0.0
20033,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,546.0,547.0,0.0
20034,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,547.0,548.0,0.0
20035,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,548.0,549.0,0.0
20036,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,549.0,550.0,0.0
20037,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,550.0,551.0,0.0
20038,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,551.0,552.0,0.0
20039,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,552.0,553.0,0.0
20040,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,553.0,554.0,0.0
20041,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,554.0,555.0,0.0
20042,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,555.0,556.0,0.0
20043,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,556.0,557.0,0.0
20044,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,557.0,558.0,0.0
20045,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,558.0,559.0,0.0
20046,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,559.0,560.0,0.0
20047,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,560.0,561.0,0.0
20048,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,561.0,562.0,0.0
20049,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,562.0,563.0,0.0
20050,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,563.0,564.0,0.0
20051,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,564.0,565.0,0.0
20052,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,565.0,566.0,0.0
20053,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,566.0,567.0,0.0
20054,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,567.0,568.0,0.0
20055,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,568.0,569.0,0.0
20056,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,569.0,570.0,0.0
20057,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,570.0,571.0,0.0
20058,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,571.0,572.0,0.0
20059,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,572.0,573.0,0.0
20060,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,573.0,574.0,0.0
20061,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,574.0,575.0,0.0
20062,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,575.0,576.0,0.0
20063,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,576.0,577.0,0.0
20064,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,577.0,578.0,0.0
20065,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,578.0,579.0,0.0
20066,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,579.0,580.0,0.0
20067,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,580.0,581.0,0.0
20068,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,581.0,582.0,0.0
20069,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,582.0,583.0,0.0
20070,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,583.0,584.0,0.0
20071,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,584.0,585.0,0.0
20072,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,585.0,586.0,0.0
20073,Hive3_12_07_2017_NO_QueenBee_H3_audio___16_50_00.wav,586.0,587.0,0.0
20074,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,0.0,1.0,0.0
20075,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,1.0,2.0,0.0
20076,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,2.0,3.0,0.0
20077,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,3.0,4.0,0.0
20078,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,4.0,5.0,0.0
20079,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,5.0,6.0,0.0
20080,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,6.0,7.0,0.0
20081,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,7.0,8.0,0.0
20082,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,8.0,9.0,0.0
20083,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,9.0,10.0,0.0
20084,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,10.0,11.0,0.0
20085,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,11.0,12.0,0.0
20086,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,12.0,13.0,0.0
20087,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,13.0,14.0,0.0
20088,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,14.0,15.0,0.0
20089,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,15.0,16.0,0.0
20090,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,16.0,17.0,0.0
20091,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,17.0,18.0,0.0
20092,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,18.0,19.0,0.0
20093,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,19.0,20.0,0.0
20094,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,20.0,21.0,0.0
20095,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,21.0,22.0,0.0
20096,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,22.0,23.0,0.0
20097,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,23.0,24.0,0.0
20098,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,24.0,25.0,0.0
20099,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,25.0,26.0,0.0
20100,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,26.0,27.0,0.0
20101,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,27.0,28.0,0.0
20102,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,28.0,29.0,0.0
20103,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,29.0,30.0,0.0
20104,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,30.0,31.0,0.0
20105,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,31.0,32.0,0.0
20106,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,32.0,33.0,0.0
20107,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,33.0,34.0,0.0
20108,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,34.0,35.0,0.0
20109,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,35.0,36.0,0.0
20110,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,36.0,37.0,0.0
20111,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,37.0,38.0,0.0
20112,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,38.0,39.0,0.0
20113,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,39.0,40.0,0.0
20114,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,40.0,41.0,0.0
20115,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,41.0,42.0,0.0
20116,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,42.0,43.0,0.0
20117,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,43.0,44.0,0.0
20118,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,44.0,45.0,0.0
20119,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,45.0,46.0,0.0
20120,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,46.0,47.0,0.0
20121,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,47.0,48.0,0.0
20122,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,48.0,49.0,0.0
20123,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,49.0,50.0,0.0
20124,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,50.0,51.0,0.0
20125,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,51.0,52.0,0.0
20126,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,52.0,53.0,0.0
20127,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,53.0,54.0,0.0
20128,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,54.0,55.0,0.0
20129,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,55.0,56.0,0.0
20130,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,56.0,57.0,0.0
20131,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,57.0,58.0,0.0
20132,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,58.0,59.0,0.0
20133,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,59.0,60.0,0.0
20134,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,60.0,61.0,0.0
20135,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,61.0,62.0,0.99
20136,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,62.0,63.0,1.0
20137,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,63.0,64.0,1.0
20138,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,64.0,65.0,1.0
20139,Hive3_12_07_2017_NO_QueenBee_H3_audio___17_00_00.wav,65.0,66.0,1.0
